"RT","Avai","Thr","Late","Place"
"1491.8","31.8","9.4","540","1"
"4304.4","66.8","31.8","967","2"
"3922.9","23.9","10","592","3"
"2018.4","62.6","22.3","558","3"
"1663.9","55.5","29.6","6","0"
"2736.3","77.4","35.1","896","2"
"4323.5","20","6.1","868","1"
"2315.3","80.1","2.5","956","1"
"2971.6","9","0.1","930","2"
"4714.9","60.2","29","3","0"
"189.57","43","3","686","3"
"123.83","99","16.9","121","3"
"2235.1","55.7","14.7","987","1"
"307.8","15.9","32.9","3","0"
"1645.1","91.3","2.2","877","1"
"123","78","10.4","617","1"
"3069.4","37.4","18.5","922","2"
"2327.1","11.3","34.7","874","2"
"2381.5","30","12.4","723","2"
"130.52","16","3.5","767","1"
"2590","73.2","12.9","677","2"
"784.5","70.2","16.8","610","1"
"1723.9","56","32.4","7","0"
"239.6","92","12.2","684","2"
"553","50.4","4.5","907","2"
"3173.9","53.5","20.9","725","1"
"2518.3","62.5","37.7","310","3"
"429.4","67.2","35.2","569","3"
"1211.1","49.6","26.6","877","1"
"1462","83","9.9","566","3"
"1264","40.4","14.2","4","0"
"88.5","57.2","29.9","216","3"
"1167.8","62.2","7.6","8","0"
"1633.9","32.5","29.8","870","1"
"110.78","85","13.2","598","1"
"482.7","7.7","21.7","3","0"
"3287.8","39.3","26.1","501","2"
"30.7","104.4","16.1","662","3"
"3281.7","14.7","3.3","645","3"
"2046","14.5","13.1","3","0"
"2396.8","10.5","11.4","338","3"
"297","33.9","22.7","875","2"
"3309","43.7","27.9","8","0"
"138.5","86","21.4","748","2"
"1875.4","35.1","6.4","216","3"
"2225.8","70.5","24.3","821","1"
"5246.4","53.7","26.9","494","3"
"3997","90.8","13.9","702","1"
"3838.6","44.2","12.9","3","0"
"1095.2","62.9","14.2","621","2"
"2516.5","57.6","34.2","734","1"
"1425","18.4","30.2","540","3"
"137.1","81.8","7.4","553","1"
"668.8","87.3","3","9","0"
"203.6","57","5.9","394","3"
"2747.4","76.7","28.4","3","0"
"1160.4","18.7","11.3","9","0"
"204","94","2","6","0"
"1588.8","50","37.4","158","3"
"1053.9","52.7","13.2","556","1"
"275.8","85","12.1","676","3"
"144.5","63.7","9.2","522","2"
"1339.6","26.6","26.7","327","3"
"1866.4","46.4","13.4","716","2"
"690.3","12.9","1.3","3","0"
"2962.1","39.7","18.1","669","2"
"144.1","32.1","14.9","898","1"
"2331.4","49.5","10.2","1","0"
"116","98","16.7","7","0"
"83.33","98","2.1","607","1"
"1944.5","32.6","2.3","747","1"
"2639","19.8","19.6","3","0"
"3268.4","80.8","33.9","659","2"
"2704","95.7","25.9","903","2"
"3105.5","82.2","34.8","8","0"
"4631.7","26.8","7.3","888","2"
"1260.7","7.2","11.8","610","2"
"1062.8","66.2","23.1","1","0"
"916.6","75.4","16.8","724","2"
"5082.1","28.5","2","869","1"
"150.5","92","16.2","402","3"
"2346.1","39","1.9","933","2"
"3770.5","15.6","22.5","1","0"
"1761.1","73.2","42.2","795","2"
"115","98","17.9","761","2"
"202","98","9.7","3","0"
"2178.7","78.1","34.2","769","1"
"2571.4","52.8","24.4","9","0"
"4547.2","61.1","28.3","2","0"
"1566.5","42.6","28.4","993","2"
"4114.5","60.3","3.8","5","0"
"62.5","49.7","31.6","886","1"
"223.4","67.5","17.8","534","3"
"1543.1","44.1","18.8","638","2"
"4481","10","36.9","6","0"
"2755.2","93.7","2","588","3"
"4792.7","31.1","6.7","637","3"
"2123","40.4","1.6","890","1"
"1926.7","36.4","31","535","1"
"3873.6","68.6","7.4","640","2"
"3581","38.4","7.7","714","2"
"246.4","100","1.9","792","1"
"81","98","2.8","3","0"
"109","96","15.1","6","0"
"3561.8","11.2","32.1","542","2"
"1165.8","9.9","20.6","3","0"
"2637.3","62.4","32.5","627","3"
"2457.1","71.6","12.2","41","3"
"1409.1","41","39.2","902","1"
"3472.7","88.4","17.8","795","2"
"2400.7","26.5","32.7","882","2"
"1656.6","39.2","12.8","810","1"
"174","83","19.3","546","3"
"1091.6","75.1","19.5","4","0"
"4512","37","31","3","0"
"5278.1","13.4","22.7","379","3"
"897.1","17.2","28.6","936","2"
"64.5","99","24.3","8","0"
"498.5","70.3","9.3","594","2"
"315","91","12.7","1","0"
"224","78","3.9","6","0"
"2075","34.8","13.9","775","2"
"597.1","54.4","6.2","607","2"
"3352.4","33.2","15.6","683","2"
"1304.5","67","38.7","957","2"
"106","90","35.7","3","0"
"1428.1","94.7","2.8","1","0"
"603.3","53.5","32.5","730","1"
"1580.6","11.6","3.4","4","0"
"3718.5","49.3","24","958","1"
"2757.5","39.9","15.4","9","0"
"336.3","7.1","36.5","804","2"
"284","91","3.7","957","1"
"4297.7","52.4","10","816","2"
"197","95","0.8","9","0"
"1917.7","79.1","27.1","339","3"
"668.8","49.6","9.3","681","2"
"729.6","82.4","32.6","7","0"
"1662.4","7.9","25.2","703","2"
"392.7","38.8","2.7","537","2"
"1727.4","54.6","3.5","391","3"
"216.6","94","1.8","747","1"
"2542","14.8","18","742","1"
"4413.2","68.7","25.1","2","0"
"215.5","95","3.6","4","0"
"4166.1","13.5","23.5","331","3"
"156","98","12.5","228","3"
"934.7","79.1","25","3","0"
"2166.9","94.5","22.4","910","1"
"2979.5","45.5","37.8","633","3"
"197.4","99","1.1","636","2"
"344.6","86.2","20.4","979","1"
"1577.1","83.7","32.5","537","1"
"2246.8","59.3","34.4","5","0"
"132.67","97","6.9","951","2"
"2719.3","13.7","3.2","24","3"
"687.6","7","26.3","961","1"
"2618.7","29.4","28.9","833","2"
"75.13","20","4.4","460","3"
"249.5","91","7.9","730","2"
"150.1","30.4","30","904","2"
"3695.3","75.6","6.9","989","1"
"206.25","87","6.1","5","0"
"1592.6","42.9","24","346","3"
"1842","34.7","7.9","506","3"
"198.8","100","1.4","731","2"
"512.25","92","6.8","8","0"
"453.2","52.2","32.2","555","2"
"2853.7","6.8","44.3","642","2"
"3471.7","66.2","30.5","164","3"
"2589.7","68.6","35.6","9","0"
"397","88","1.4","802","2"
"1274.3","83.2","2.4","996","1"
"1882.7","86.8","29.7","876","2"
"383.25","94","6.1","522","2"
"1122","51","3.3","523","1"
"4742","71.1","29.4","715","1"
"1284.3","37.7","40.7","822","1"
"2251","63","12","668","3"
"4273.1","39.1","5.1","9","0"
"1853.7","73.4","1.8","775","2"
"291","88","1.9","607","1"
"200.2","100","1.1","689","2"
"2561.33","87","1.2","383","3"
"605.2","61.6","3.5","874","1"
"487.6","35.6","0.9","555","3"
"220.4","85","15.6","159","3"
"131.75","90","8.7","4","0"
"295.67","73","4","1","0"
"2510.7","9.6","20.7","177","3"
"1272.4","20.8","28.8","576","2"
"573.7","8","15.2","16","3"
"793.1","6","0.8","835","2"
"4645","73.7","3.4","1","0"
"149","96","33.9","464","3"
"1084.5","78.3","7.6","513","2"
"109.75","70","11.4","643","2"
"3745.1","15.4","3.5","768","1"
"214","85","1.4","61","3"
"3530","37","23.3","792","2"
"274.8","92","1.6","8","0"
"3537.8","66.1","32.1","859","2"
"180","92","27.8","821","1"
"88.3","64.9","12.4","7","0"
"104.5","85","15.6","928","2"
"425","56","6.1","8","0"
"2707.1","50.8","34.5","584","2"
"1638.2","90.8","9","82","3"
"2897.4","76.9","12.5","262","3"
"4025.9","72.8","12.4","658","1"
"2613.8","69.1","15","934","1"
"1928.4","67.9","15.3","421","3"
"2769.7","91.5","12.5","836","1"
"197.1","51","44.9","555","3"
"478.9","27.1","1.8","375","3"
"1842.4","54.5","20","243","3"
"4289.5","44.7","19.7","324","3"
"4405.8","71","6.1","977","1"
"860.4","10.8","23.3","234","3"
"241.5","78","7.7","640","1"
"1450.8","78.7","32.8","759","2"
"243","89","7","802","1"
"28.9","50.3","36.2","6","0"
"1003","100.6","30.6","895","2"
"78","100","10","580","3"
"561.5","91","6.4","734","1"
"199.17","56","7.3","752","1"
"1479.78","65","2.8","9","0"
"3640.8","78.4","14.2","718","2"
"5062","48.7","12.1","57","3"
"324","86","23.1","6","0"
"2499","32.4","16","982","1"
"103.67","97","4.7","151","3"
"3665.9","60.7","11.4","9","0"
"2836.25","79","2.4","623","1"
"1491.5","22.3","28.5","635","1"
"142.17","46","6.2","323","3"
"195.54","28","5.8","655","2"
"4339.2","70.9","19.7","59","3"
"1472.3","18.7","25.5","335","3"
"141","90","1.9","8","0"
"157.5","86","16.4","645","2"
"36.4","71.8","18.7","7","0"
"843.33","88","3.9","885","2"
"2063.5","52","23.7","3","0"
"1187.4","85.5","33.3","926","2"
"1861.3","20.3","5.4","704","2"
"2191.3","18","4.1","818","1"
"1345.5","78","4","5","0"
"101","93","17.9","608","1"
"223.6","92","14.6","8","0"
"70.4","26.3","37.4","592","3"
"2689.6","21","22.8","4","0"
"622.2","96.2","4.8","700","2"
"1085.3","64.2","10.4","495","3"
"4289.4","61","11","653","2"
"2829.2","21.4","23","906","2"
"2387.3","35.8","23.6","9","0"
"3842.4","46","1.6","8","0"
"853.7","43","3.1","2","0"
"1989","38.5","3.2","553","2"
"64","83","24.8","784","1"
"410.1","52.3","10.4","9","0"
"2630.2","99.9","28.2","595","1"
"1847.9","45.9","2.6","514","2"
"161.5","34","2","855","2"
"2062.4","43.2","3","912","2"
"1540.7","37.8","36.9","413","3"
"524","94","22.5","556","1"
"3879.7","97.6","23.9","986","1"
"1184.6","78.7","4.6","2","0"
"3343.6","71","11.5","404","3"
"113.5","80.6","11.8","649","3"
"3215.8","21","17","984","1"
"1619.4","72.6","26.1","504","2"
"2217.9","73.4","30.1","2","0"
"1273.3","12.8","9.7","3","0"
"1613.5","35.5","36.9","621","1"
"2660.8","53","36.2","661","2"
"211","43","3.1","4","0"
"1636","20.9","16.1","685","2"
"3119.5","72.3","16.5","5","0"
"2144.7","30.9","3.7","934","1"
"1047.6","44","8.9","3","0"
"3313.3","16.5","15.2","210","3"
"147","83","13.2","2","0"
"1533.9","36.5","23.8","824","1"
"878.8","17.7","2.6","622","3"
"3145.5","21.8","26.2","8","0"
"1755.2","39.6","23","387","3"
"1996","65","39.9","1","0"
"1492.9","55.2","19.2","2","0"
"2404.3","72.7","22.3","2","0"
"184.67","88","1.9","811","1"
"241.2","100","1.1","564","3"
"711","26.6","30.6","492","3"
"3070.6","46.9","32.3","667","3"
"636.7","8.2","19.3","954","1"
"2603.7","68","36.2","685","3"
"1164.4","62","24.6","4","0"
"370.4","63.6","23.7","2","0"
"278.75","86","9.2","144","3"
"158.9","61","3.5","452","3"
"4057.7","26.2","10.9","814","2"
"671","44","6.5","580","2"
"171","86","16.5","385","3"
"3186.3","16.8","20.6","979","2"
"177","83","17.2","612","2"
"1955.4","75.1","29.9","9","0"
"916","91","22.4","625","1"
"450.6","75.4","4","5","0"
"267","63","3.4","968","2"
"154","71","14.4","767","2"
"1373.7","72.3","31.7","480","3"
"378.3","14.6","28.9","4","0"
"396","72","6.7","567","2"
"4347.4","30.9","38","297","3"
"2801.8","94.4","1.6","516","3"
"143.65","19","4.1","967","2"
"117.58","66","4.2","538","1"
"4477","49.7","8.7","5","0"
"2383.6","46","14.7","730","2"
"149.67","89","1.1","612","2"
"3994.8","92","30.6","4","0"
"445.1","53.5","24.5","873","2"
"3371.7","13.3","10.5","3","0"
"2145.3","67.7","20.4","598","1"
"5287.2","30","20.8","848","1"
"2014.8","23.3","8.6","8","0"
"119","86","18.1","336","3"
"2670.4","16.9","23.2","651","3"
"4051.4","21.7","38","747","2"
"136.71","76","2.8","546","3"
"2876.5","58.3","23.3","41","3"
"3257.8","19.9","8.3","857","2"
"4921.2","43.7","39.5","321","3"
"4990.5","22.3","6.6","761","2"
"3976.2","71.6","9","632","2"
"1104.67","47","3.1","563","3"
"1841.2","43.2","32.3","238","3"
"5025","33.9","8.4","2","0"
"282.43","85","12.4","1","0"
"4251.7","45","5.4","963","2"
"1267.6","88.6","3.5","794","2"
"60.84","70","10.5","20","3"
"4076.2","78.3","21.8","762","1"
"4400.7","70.3","0.8","6","0"
"3621.8","34.3","3.5","626","3"
"817.8","48.9","0.6","280","3"
"155.83","92","1.1","545","1"
"474.9","61.4","39.1","4","0"
"3605.1","34.1","6.1","561","3"
"823.3","79.5","5.1","5","0"
"449.7","83.3","30.2","539","2"
"856.8","43.4","21.2","786","2"
"666.3","85.8","10.9","9","0"
"1970.3","33.3","5.1","641","2"
"1741","15.9","19.2","787","1"
"1617.1","29.8","23.4","5","0"
"349.8","92","1.4","2","0"
"157.5","46","5.6","25","3"
"119.67","94","11.8","821","2"
"285.57","85","3.1","997","1"
"1981.6","35.1","44.3","3","0"
"5416.5","26","11.3","6","0"
"886.3","75.9","9.4","975","1"
"2562.6","36.4","32.1","460","3"
"206","88","22.4","819","1"
"1230.4","94.5","15.7","442","3"
"1631.3","42.2","11.1","903","1"
"3440.9","15.4","15.1","909","2"
"481.67","85","6.6","5","0"
"173","100","18.3","659","2"
"3459.7","30.9","29.8","812","1"
"3545.9","20.1","21.9","3","0"
"3450","26.6","14.2","101","3"
"2617.2","55.4","21.2","473","3"
"2637.7","33.1","28.8","971","2"
"1718.3","33.5","15.2","5","0"
"2881.1","82.9","11.4","9","0"
"4889","53.8","6.4","962","2"
"4060.9","19.7","5.1","563","2"
"2062.8","9.2","28.8","736","2"
"1177.5","98","2.5","688","2"
"172.5","72","14","688","2"
"464","34.4","24.9","591","3"
"65.8","44.6","19.9","196","3"
"575.4","8.3","8.9","964","2"
"2606.1","90.5","41.5","197","3"
"117.5","89","3.2","6","0"
"100","94","36.3","970","1"
"4121.5","50.5","25.9","9","0"
"3194.2","79","36.3","909","1"
"67.4","8.9","36.4","5","0"
"531","72","8.8","684","3"
"3518.3","49.1","9.2","7","0"
"1967.8","14.5","21.9","9","0"
"4520.3","22.4","19.2","765","2"
"3712.7","14.4","30.2","893","2"
"3366.8","58.2","17.2","897","2"
"659.2","57.7","25.1","589","2"
"3712.3","23.6","28.3","526","1"
"1899.1","49.5","17.4","964","2"
"48.9","50.2","16.9","1","0"
"1806.4","38.7","22.9","568","2"
"621.1","51.1","14.7","2","0"
"968.8","25.5","22.3","5","0"
"1258","56.8","28.3","9","0"
"2740.6","21.9","9.3","190","3"
"453.5","56.7","15.2","198","3"
"1353.8","8.2","6","105","3"
"413.62","99","8.9","937","2"
"2503.6","14.6","2.2","1","0"
"1653.4","63.8","9.2","518","2"
"5430.9","8.3","33","209","3"
"421.4","63.8","41.9","126","3"
"878.5","67","4","905","2"
"3676","101.3","0.9","181","3"
"2891","17.2","10.5","636","2"
"2538.5","14.1","16.2","575","3"
"4435.6","18.4","24.4","760","2"
"3033.8","56","25.7","298","3"
"1040.7","72.1","10.8","6","0"
"1721.8","49.3","34","810","1"
"2186.6","93.7","14.2","571","2"
"278.3","83.4","21.5","204","3"
"57.42","66","12.5","663","2"
"2800.8","105.9","14.6","333","3"
"2870.3","49.7","28.6","917","2"
"213","88","2.7","954","1"
"791.1","70","17.1","578","2"
"975.8","34.2","21.8","591","2"
"3979.8","89.5","26.7","402","3"
"3157.5","64.2","41.4","893","1"
"396.6","87","1.3","1","0"
"975.9","59","2.7","5","0"
"2460.1","55.4","30.1","555","3"
"3215","69.4","20.4","111","3"
"1516.67","91","2.7","1","0"
"2801.7","42.8","29.4","507","2"
"4210.5","74.1","0.3","796","2"
"1905.7","46.3","4.2","67","3"
"645","86","8","9","0"
"312.9","28.6","24.9","2","0"
"2349.3","59","29.5","6","0"
"1113.4","37.1","12.3","778","2"
"191","84","5.4","588","2"
"181.36","98","12.6","694","2"
"367","43.8","3.6","473","3"
"300.1","57.7","5.7","8","0"
"293.5","70","2.5","564","2"
"130.75","56","10.8","849","2"
"3631.5","10.7","13.1","332","3"
"3867.3","27.9","15.3","952","2"
"2782.5","28.6","19","545","2"
"1894.1","23.1","14.9","740","1"
"483.3","18","25.8","948","1"
"3997","90","1.7","8","0"
"2527.9","25.1","1.4","826","1"
"864.5","62.2","23.5","952","1"
"2438.7","33","15.4","1","0"
"1762.8","84.7","3.7","2","0"
"67.9","42.5","6.3","826","2"
"1803.5","29.5","0.7","499","3"
"1850.1","32.6","10.9","745","2"
"53.2","67.8","21.9","679","1"
"735.3","79.1","8.6","919","2"
"3028","12.8","3","521","2"
"106.75","90","16.2","85","3"
"179.5","72","4.1","8","0"
"1391.5","24.1","24.8","149","3"
"2850.7","78","9.5","921","1"
"283.17","84","2.6","999","2"
"2915.5","68.6","11.1","534","2"
"971.4","51.3","5.6","507","3"
"2675.1","69.1","27.7","965","2"
"335.5","78","3.6","485","3"
"3874.8","65.5","3.4","246","3"
"4804.6","80.4","2.7","971","1"
"193.36","51","8","4","0"
"287.22","85","3.5","217","3"
"1896.7","26.5","20.9","5","0"
"388.25","57","1.1","648","2"
"2836.6","42.7","16.9","500","2"
"3311.3","70.1","37.5","916","1"
"4205.2","84.1","11.2","994","2"
"2425.6","75.3","2.6","984","1"
"4325.8","49","9.1","114","3"
"335.3","85","2.4","697","2"
"251.7","40.8","2.9","521","1"
"216","93","9.5","819","2"
"98.09","87","17.2","568","2"
"1713.7","69.3","9.8","3","0"
"3858.6","20.1","21.9","615","1"
"2344.5","72.4","14.4","1","0"
"3684.4","25.3","6","8","0"
"2517.7","49.6","9.4","577","2"
"266","97","10.3","590","1"
"146.83","85","2.1","14","3"
"1785","69.6","9.7","804","1"
"3913.6","82","2.4","310","3"
"2639.1","95.2","28.6","880","2"
"5265.8","74.4","2.8","4","0"
"3107.1","65.9","27.9","6","0"
"782","84","1.5","811","2"
"3193.7","68.6","19.7","8","0"
"144.75","98","2.1","187","3"
"4062.1","87.8","2.5","573","3"
"212.7","90.2","41.3","957","2"
"1668.6","92.9","6.8","937","2"
"261","36","0.9","315","3"
"1995.4","20","39.9","6","0"
"453.2","80.4","33.5","590","2"
"303.33","73","3.7","724","1"
"2067.4","61.8","0.2","577","1"
"4060.8","80.7","35","7","0"
"1390.5","26","13","668","1"
"171.47","56","9.2","6","0"
"2503.2","44.7","16.5","923","1"
"194","56","10.5","603","1"
"125.33","94","7.9","540","1"
"3501.2","9.2","6.9","6","0"
"550.2","15.5","0.4","548","1"
"219","97","21.9","677","2"
"3459.9","76.1","34.9","963","2"
"2470.2","14.8","24","763","1"
"689.5","96.9","31","568","1"
"1427.1","66","28.4","916","2"
"4199.9","22.6","30.6","771","2"
"3045.5","21.3","9.7","886","1"
"334.7","42.4","22.5","9","0"
"4682.8","15.9","20.4","781","1"
"3094.4","8","11","899","2"
"997","16.2","15","4","0"
"653","67.7","28.9","581","2"
"312.2","51.7","1.5","902","1"
"2728.4","28","0.6","980","1"
"77.43","42","5.5","517","2"
"462.3","8.7","13","757","1"
"665.8","76.5","26.6","608","2"
"3108.8","37.5","27","179","3"
"787.47","95","4.5","733","2"
"427","60.5","30.4","9","0"
"5107.6","67.9","27.3","25","3"
"1377.6","69.5","14.5","146","3"
"2759.6","8.9","20","907","1"
"2899.4","26.5","30.4","723","1"
"157","90","11.3","315","3"
"108","83","23.4","534","3"
"47.27","61","20.3","771","2"
"3510.4","59.4","29.7","924","2"
"1136.1","64.3","36.2","5","0"
"2752.2","83.1","7.9","895","1"
"4259.8","33.2","9.7","258","3"
"162.5","92","12.3","846","1"
"2325.5","18.8","2.7","5","0"
"2391.1","57.6","8.3","274","3"
"575.2","27.2","42.6","952","2"
"878.5","49.2","30.5","21","3"
"2478.2","63.7","21.3","679","1"
"4202.6","63.4","16.9","2","0"
"2938.5","72","2.9","6","0"
"2611.9","60.1","13.5","119","3"
"1626.4","35.4","15.4","700","2"
"474","89","11.5","3","0"
"33.8","99.4","14.5","8","0"
"2701.8","100.5","17.7","769","2"
"2742.5","8.6","23.5","750","1"
"1917","8.2","16.2","685","2"
"3010.6","18.1","31.8","429","3"
"3809.1","19.8","22.8","801","2"
"2677.8","32.7","30.6","3","0"
"1700.1","68.1","25.5","596","3"
"2166.9","66.1","30","937","1"
"1138.33","88","4.7","766","1"
"233","94","14.5","583","1"
"919.3","50.8","21.4","652","1"
"355","85","2","72","3"
"1379.5","86.1","40.1","895","1"
"2708.2","90.5","10.4","600","1"
"3090.2","17","13.6","503","3"
"1019.75","99","4.5","154","3"
"3360.1","33.4","18.2","2","0"
"349.22","36","6.8","1","0"
"1187.7","94.6","14","955","1"
"563.22","86","2.6","4","0"
"1508.4","22.5","13.1","3","0"
"2392.6","60.8","13","7","0"
"99","88","0.7","3","0"
"699.9","56.7","22.5","703","1"
"2330.2","47.4","20.2","562","2"
"1981.6","82.9","25.2","675","2"
"3639.6","75.9","10.9","635","1"
"305.5","53.3","26.3","1","0"
"4041.6","16.8","8.3","953","2"
"271","63","2.7","7","0"
"906.8","28","24.4","783","2"
"81","70","8.5","986","2"
"2375.6","55.5","23.2","581","1"
"129.1","51","7.5","7","0"
"597","72.5","31.2","8","0"
"3303.5","14.1","5.1","592","3"
"1691.3","52.7","3.3","926","1"
"4026","52.7","22.7","598","1"
"1898.2","80.2","22.4","675","1"
"3396.6","13.6","37.4","232","3"
"2595.2","40.8","27.9","760","1"
"3776.2","7.8","23","507","3"
"586.6","9.4","4.9","849","1"
"3098.3","68.1","5.3","513","2"
"2256.1","23.1","6.1","761","1"
"600.8","37.4","28.6","1","0"
"2168.7","31.6","33.5","558","1"
"1517.3","24.1","30","7","0"
"4781.6","39.9","15.5","8","0"
"798.9","20.6","11.6","8","0"
"2436","72","4.7","422","3"
"2391.4","53.4","15.3","5","0"
"642.7","11.1","4.7","932","1"
"373.08","66","2.3","525","2"
"807.9","40.5","30.9","768","2"
"181.42","85","2.5","584","1"
"114","83","24.1","550","3"
"1229.2","37","4.8","572","1"
"3056.4","46.1","22.9","6","0"
"2883","56","38.2","9","0"
"545.4","59.1","13.9","5","0"
"422.2","13","34.7","7","0"
"62.75","56","7.8","699","2"
"3905","72.9","21.3","698","1"
"4054","69.8","1","247","3"
"2089.7","50.8","34.3","685","2"
"266.4","95","1","803","1"
"5035.8","25.6","7","54","3"
"372.25","66","4.7","1","0"
"121.2","55","1","9","0"
"3520.7","32.1","19.4","593","2"
"51.9","21.4","4.2","760","1"
"3454.5","11.1","34.4","184","3"
"4437.9","30.4","8.3","9","0"
"2266.7","64.7","26.2","7","0"
"1669.4","8.8","3.9","697","1"
"189.9","75.6","4.4","6","0"
"368.8","72","25.5","690","1"
"2018","65","20","214","3"
"2791.1","68.4","32.1","229","3"
"207","7.9","16.1","985","1"
"521.2","69.3","25.2","602","1"
"80.5","88","1.1","2","0"
"394.6","40.8","13.9","586","1"
"3183","76.6","5.7","899","1"
"1491.7","70","5.7","486","3"
"1845.1","5","0.2","766","2"
"635.42","32","0.3","991","2"
"1593.5","66.2","25.6","5","0"
"4740","60.2","9.2","975","1"
"201.48","53","6.7","594","2"
"2227.4","65.9","10.8","445","3"
"4826.1","22.9","22.1","8","0"
"219.8","98","1.3","6","0"
"2063.2","21.8","26.1","3","0"
"3058.7","26.2","22.4","698","2"
"1042.1","60.4","24.5","4","0"
"126.9","46.8","2.3","5","0"
"3330.9","80.4","20.8","624","2"
"132.4","61.4","1.5","684","3"
"2528.1","45.3","31.5","799","1"
"1717.9","53.2","31.7","593","3"
"2698.3","104.6","8.7","195","3"
"3415.3","14.5","1.5","2","0"
"3164.5","62","21.3","6","0"
"828","79.6","13.2","566","2"
"337.5","20.4","9.7","701","2"
"4900.4","67.8","32","890","1"
"1658.6","18.6","6.2","3","0"
"298.2","98","0.9","817","2"
"2282.75","78","2.4","955","1"
"672.2","91","7.9","510","1"
"71.62","17","5.3","4","0"
"188.56","91","11.5","9","0"
"180.36","85","10.8","974","2"
"217.2","90","0.8","5","0"
"173.9","8.6","8.4","8","0"
"1411.3","70.5","0.5","753","2"
"4325.5","99","0.7","209","3"
"377.8","15.2","3.7","980","2"
"3648.8","15.6","0.9","9","0"
"313.1","77.5","15.3","550","2"
"895.8","16.3","44.8","138","3"
"671.2","7.9","37.8","7","0"
"3027.8","7.9","20.8","828","2"
"5144","51.9","10.6","630","3"
"532.2","20.1","16.1","748","2"
"148.06","52","7.8","278","3"
"554.9","60.1","23.3","554","2"
"603.5","85","10.7","522","2"
"2313.7","9.7","27.8","795","1"
"2888.7","8.6","8.9","128","3"
"84.86","87","1.9","6","0"
"1476.7","67.2","16.1","848","1"
"90.7","87.9","7.7","7","0"
"97","90","7.3","2","0"
"2691.2","24.7","39.8","553","3"
"1663.9","51","21.3","999","1"
"804.3","46.7","20.8","626","2"
"4550.8","65.4","5.4","2","0"
"152","96","4.9","755","1"
"871.7","14.4","3.8","7","0"
"108","86","0.7","585","2"
"4212.6","47.9","14","900","2"
"3528.4","17.8","14","579","1"
"239.33","88","9","2","0"
"4219.6","51.8","3.1","744","2"
"3578.5","38.5","26.6","914","1"
"177.5","94","14.6","2","0"
"1927.8","69.2","3.7","987","2"
"749.7","21.8","5.8","141","3"
"3570.4","12.6","0.7","1","0"
"1581.1","58.6","8.1","8","0"
"3047.7","47.2","8.7","6","0"
"2008.4","14.3","4.3","5","0"
"3550","14.5","28.1","966","1"
"1740.8","37.8","2.6","4","0"
"848","71","13.4","6","0"
"3840.5","67.4","32.1","865","2"
"4200.3","87.9","24.7","3","0"
"2523.3","94.3","11.7","913","2"
"3682.4","98.2","6.2","634","3"
"844.7","26.2","28.8","373","3"
"3624.6","95.7","3.4","549","1"
"1125.4","9.9","15.4","84","3"
"68.2","6.6","24.1","759","2"
"510","100","13.9","505","2"
"202.8","73","6","506","2"
"129","13","8.9","767","1"
"1002","72.4","11.9","507","1"
"4592.9","13.1","14.2","6","0"
"5068.7","50.5","21","82","3"
"4549.8","57.9","4.4","379","3"
"919","18.7","7.7","605","2"
"472","61.4","25.8","6","0"
"520.1","65.4","33.6","124","3"
"3752.7","41.4","5.6","941","1"
"3094.7","24.6","2.5","681","1"
"3014.3","50.5","19.1","8","0"
"954.2","65.4","17.8","123","3"
"1078.5","76.7","16.4","903","2"
"4876.7","12.3","8.5","735","2"
"1981.7","13.4","29.8","851","1"
"407.5","58.2","40.6","1","0"
"597.4","58.6","34","650","3"
"174","83","14.9","6","0"
"133.1","83.3","9.7","9","0"
"5121.2","98.8","23.6","4","0"
"183","89","5.8","9","0"
"2978.7","15.7","32.1","92","3"
"106","86","17.6","115","3"
"3782.5","41","6.9","833","1"
"347","95","1.2","502","1"
"1219.4","80.1","37.3","2","0"
"2963.7","103.1","45.3","2","0"
"409","84","1","168","3"
"334","92","1.5","682","1"
"69","83","23.4","738","2"
"2605.6","72.7","18.6","810","2"
"407","85","19.1","384","3"
"3607.2","17.6","18.7","815","2"
"2863.4","48.6","2.9","9","0"
"379.78","85","2.3","196","3"
"106","95","5.5","651","2"
"594.6","71.7","12.6","720","2"
"833.2","30.4","9.5","655","3"
"179.5","98","8","848","2"
"3463.6","5.8","12.9","513","1"
"340.9","20.3","8.6","6","0"
"361.6","64.8","33.8","607","2"
"2751.5","52.1","12.1","3","0"
"1013.2","24.2","21.1","620","2"
"1167.3","10.2","0.7","744","2"
"3467.7","32.4","10.3","8","0"
"278.5","5.5","25.7","118","3"
"4528.1","64","10.6","7","0"
"1943.7","26.1","25.7","664","1"
"4308.5","71.1","27.4","676","3"
"129.2","38.6","24.6","734","1"
"175","86","15.1","22","3"
"180","95","14.6","566","1"
"1949.4","73.7","15.2","205","3"
"4891.3","78.6","29.7","726","1"
"47.56","62","7.5","8","0"
"2167.4","67.6","26.3","8","0"
"1090","34.6","37.2","603","2"
"2416.9","53.6","17.1","8","0"
"5042.6","18.1","33.6","1","0"
"3433.4","58.3","32.7","576","3"
"3209.2","70.1","18.4","7","0"
"3134.9","47.1","13","821","1"
"353","42.8","26.1","963","1"
"1783.25","93","1.9","619","1"
"770.6","98","1","906","2"
"4305.8","49.5","33.5","6","0"
"2034.6","32.6","3.5","2","0"
"184.5","73","3.2","4","0"
"650.4","33.6","30.9","629","2"
