RT,Avai,Thr,Late,Place,Label
3470.5,35.5,21.0,0.0,3,0.54903
481.5,81.1,7.1,0.0,3,0.69726
2683.0,79.7,23.6,0.0,0,0.69114
1320.4,10.1,27.1,0.0,2,0.53938
1647.2,25.4,22.6,0.0,3,0.56921
1506.2,28.3,26.5,0.0,1,0.58531
272.1,65.2,25.6,0.0,3,0.71947
3265.9,19.5,10.4,0.0,2,0.47739
3446.4,49.1,34.9,0.0,2,0.60655
2436.8,77.3,6.2,0.0,0,0.64777
3231.3,62.8,8.9,0.0,2,0.58181
2558.5,58.2,2.2,0.0,1,0.56423
3361.3,31.5,25.7,0.0,2,0.53581
1322.0,53.1,21.6,0.0,0,0.6536
2881.1,62.4,18.0,0.0,2,0.60409
3160.3,68.6,7.1,0.0,1,0.58736
790.5,88.7,2.4,0.0,2,0.68556
1594.0,39.3,35.2,0.0,3,0.64052
930.5,65.9,13.7,0.0,2,0.65443
2140.7,36.1,23.5,0.0,2,0.57135
2145.0,36.4,7.8,0.0,0,0.55669
2229.6,9.5,13.6,0.0,0,0.50198
535.0,22.8,31.4,0.0,3,0.6138
2501.9,17.1,13.8,0.0,3,0.5126
341.8,59.9,19.5,0.0,0,0.6899
2078.4,54.2,14.9,0.0,1,0.59606
1054.9,52.5,4.6,0.0,3,0.60582
1399.8,22.4,0.5,0.0,1,0.50502
238.9,46.5,19.8,0.0,1,0.63702
3314.3,34.0,19.6,0.0,3,0.55078
415.2,80.9,1.7,0.0,3,0.68759
2811.0,21.3,21.7,0.0,2,0.51559
2392.5,57.4,12.4,0.0,3,0.59938
3625.5,71.5,34.8,0.0,1,0.65403
4019.6,40.2,32.8,0.0,0,0.5818
1605.6,11.3,1.2,0.0,3,0.48381
2639.7,62.3,6.5,0.0,1,0.5829
563.1,25.7,14.5,0.0,3,0.58265
1687.4,41.5,17.0,0.0,2,0.58481
252.8,9.5,25.5,0.0,0,0.58108
935.4,43.5,1.0,0.0,2,0.56486
1264.8,7.8,16.7,0.0,1,0.50812
4467.1,12.3,4.3,0.0,1,0.40781
1275.4,51.9,43.8,0.0,3,0.69804
1407.0,33.6,15.4,0.0,2,0.57462
3830.2,64.1,16.1,0.0,3,0.59398
244.0,33.0,31.8,0.0,1,0.6434
3820.5,73.8,11.5,0.0,1,0.5971
1685.3,20.8,1.6,0.0,2,0.49301
2659.5,57.9,37.8,0.0,1,0.6496
327.9,60.9,20.3,0.0,0,0.69468
2313.5,11.5,29.1,0.0,0,0.54343
1092.3,28.3,22.4,0.0,2,0.58241
2391.6,13.5,23.2,0.0,0,0.53183
2608.9,30.5,27.7,0.0,1,0.55967
1274.4,46.0,40.6,0.0,0,0.68449
309.0,26.1,16.3,0.0,2,0.58207
1675.1,47.6,35.9,0.0,1,0.64969
4010.9,13.8,17.0,0.0,1,0.46114
1268.3,74.9,23.2,0.0,3,0.70931
3705.8,50.0,8.0,0.0,2,0.53602
558.9,8.0,18.5,0.0,1,0.53112
2117.4,29.0,31.8,0.0,0,0.59903
2271.4,30.8,30.9,0.0,1,0.57671
1584.7,18.3,26.0,0.0,0,0.57105
3392.6,57.4,7.0,0.0,0,0.57613
1234.8,14.4,17.4,0.0,2,0.52592
203.2,48.3,25.9,0.0,0,0.68034
1445.3,71.8,29.5,0.0,3,0.70496
845.5,13.0,10.1,0.0,3,0.52723
243.9,81.5,8.2,0.0,0,0.718
476.0,64.8,5.0,0.0,1,0.64372
4840.8,62.8,39.7,0.0,3,0.62622
3589.7,13.0,13.2,0.0,3,0.46587
3114.4,99.0,16.6,0.0,0,0.71093
4311.9,9.6,29.2,0.0,2,0.46526
75.5,72.4,15.2,0.0,1,0.69398
538.4,43.1,8.8,0.0,3,0.60856
3322.8,21.4,5.2,0.0,0,0.48327
579.9,89.1,0.5,0.0,1,0.69252
4114.5,22.9,20.6,0.0,2,0.48675
2804.2,72.0,43.1,0.0,3,0.71081
1633.8,17.0,7.5,0.0,0,0.52023
1358.2,12.4,5.0,0.0,1,0.49004
1333.1,56.2,1.5,0.0,3,0.60957
55.9,71.4,9.5,0.0,3,0.69643
1258.0,22.4,29.8,0.0,3,0.59697
3427.2,18.7,9.1,0.0,2,0.46994
3751.8,63.0,17.1,0.0,2,0.58654
2905.9,44.8,23.0,0.0,3,0.59132
1839.6,57.3,10.0,0.0,1,0.60428
3016.1,14.6,5.0,0.0,3,0.45686
3386.3,73.6,25.3,0.0,0,0.66238
4366.3,41.7,31.3,0.0,1,0.56013
2941.7,32.3,27.1,0.0,1,0.55465
1177.3,12.2,13.1,0.0,3,0.52639
1223.6,62.1,29.6,0.0,0,0.69863
401.1,27.9,30.5,0.0,3,0.62335
2811.2,48.7,30.7,0.0,1,0.60474
1812.0,48.8,11.2,0.0,3,0.60215
3890.2,81.1,15.5,0.0,1,0.62748
1857.9,10.5,6.3,0.0,2,0.48052
638.0,8.0,5.0,0.0,1,0.49645
1533.9,53.0,31.1,0.0,1,0.65097
1979.1,38.5,2.4,0.0,0,0.55264
827.1,45.5,35.2,0.0,3,0.66417
3015.9,34.1,1.9,0.0,0,0.51437
334.7,33.2,7.9,0.0,3,0.58961
3448.0,55.9,10.2,0.0,1,0.56061
1780.5,73.5,5.4,0.0,2,0.63898
2493.3,27.1,1.2,0.0,2,0.48818
2050.5,13.5,27.5,0.0,0,0.55108
638.1,78.3,12.7,0.0,1,0.68899
277.8,63.8,30.7,0.0,0,0.72923
3199.1,79.6,16.5,0.0,1,0.64034
729.5,82.1,16.5,0.0,3,0.72644
4032.5,56.9,13.0,0.0,3,0.56298
4142.2,23.7,15.6,0.0,2,0.47666
2862.5,38.6,20.4,0.0,3,0.55988
1540.6,62.4,11.7,0.0,1,0.62508
193.2,72.5,23.8,0.0,3,0.73249
2753.2,48.1,7.2,0.0,3,0.56224
2928.6,56.5,10.5,0.0,0,0.59408
1728.7,56.5,10.2,0.0,3,0.61038
1177.7,31.0,29.3,0.0,1,0.59795
2439.6,8.1,5.3,0.0,0,0.47245
2228.9,28.1,28.1,0.0,1,0.56062
468.7,25.3,30.9,0.0,3,0.61215
3134.2,52.1,12.1,0.0,2,0.56119
2093.4,70.7,27.1,0.0,2,0.67403
738.1,49.5,29.1,0.0,2,0.65402
4976.2,17.7,0.3,0.0,2,0.40521
1479.1,56.6,17.6,0.0,0,0.64829
3349.7,39.2,18.9,0.0,2,0.54115
3915.5,35.7,10.9,0.0,0,0.51843
4523.1,13.1,43.4,0.0,0,0.52814
2426.6,83.6,3.4,0.0,1,0.632
2082.8,43.9,37.8,0.0,1,0.63545
1992.1,72.6,24.1,0.0,3,0.68202
1377.1,87.6,24.3,0.0,3,0.73709
3795.4,42.4,19.1,0.0,1,0.53498
2229.9,60.8,7.5,0.0,3,0.60265
1263.4,7.0,8.1,0.0,1,0.48623
366.2,47.5,16.4,0.0,3,0.64032
1667.7,60.6,36.9,0.0,1,0.68935
2368.3,49.3,22.5,0.0,0,0.62011
1212.4,37.8,21.0,0.0,1,0.59433
3235.7,72.7,29.4,0.0,2,0.65197
777.9,27.2,31.2,0.0,3,0.62438
4357.9,16.6,26.3,0.0,0,0.49822
2828.3,17.0,29.5,0.0,3,0.54471
247.4,34.6,28.8,0.0,2,0.63251
1709.0,43.0,40.5,0.0,3,0.65179
281.8,46.0,34.8,0.0,2,0.68075
141.6,14.6,9.8,0.0,1,0.53731
120.4,83.2,34.0,0.0,3,0.78476
2584.3,40.7,29.0,0.0,1,0.59518
263.0,86.4,13.9,0.0,1,0.72052
1912.0,58.7,11.6,0.0,3,0.61857
3486.2,64.0,5.3,0.0,1,0.56843
2173.0,51.9,13.5,0.0,0,0.60897
871.1,76.0,21.0,0.0,0,0.72065
595.5,53.0,4.4,0.0,2,0.60971
2386.4,43.3,0.2,0.0,3,0.53416
4275.7,45.3,16.6,0.0,0,0.54765
1229.5,17.6,23.3,0.0,3,0.56708
681.0,58.2,42.3,0.0,3,0.71997
1083.4,8.3,19.6,0.0,3,0.53501
981.6,35.4,10.1,0.0,2,0.56741
2700.0,30.7,22.6,0.0,1,0.55152
4404.7,19.0,35.8,0.0,0,0.5268
290.9,15.6,15.0,0.0,0,0.56903
2602.8,29.0,14.7,0.0,3,0.54237
2558.9,51.0,18.6,0.0,1,0.59292
2616.9,76.4,18.1,0.0,1,0.64932
3662.4,57.8,33.9,0.0,0,0.63766
2592.3,86.0,3.8,0.0,1,0.64206
1368.4,41.5,39.4,0.0,2,0.65411
2648.7,58.2,18.8,0.0,2,0.6103
2866.4,52.8,2.4,0.0,3,0.56518
1916.0,26.7,40.1,0.0,2,0.59874
3770.8,55.5,8.7,0.0,3,0.55442
1676.0,48.5,19.2,0.0,2,0.60489
3609.0,72.5,3.3,0.0,0,0.59904
530.1,62.8,27.7,0.0,2,0.69067
2521.8,21.1,6.2,0.0,0,0.50512
1176.5,41.9,28.0,0.0,3,0.63086
4347.4,32.0,6.6,0.0,1,0.47453
2118.7,7.2,6.8,0.0,0,0.48195
2462.4,74.7,38.0,0.0,0,0.72006
2447.1,21.5,0.2,0.0,2,0.47506
4719.9,10.6,1.9,0.0,1,0.39444
2187.6,54.1,20.8,0.0,2,0.60968
4983.9,76.9,10.2,0.0,1,0.57461
3737.7,65.3,33.8,0.0,3,0.65065
970.4,49.9,10.3,0.0,1,0.60374
179.9,19.5,40.8,0.0,3,0.63785
2242.1,57.4,17.5,0.0,3,0.61572
3492.9,7.4,2.2,0.0,1,0.41299
123.1,29.3,22.7,0.0,2,0.60705
2133.7,64.7,23.7,0.0,0,0.66745
999.6,35.6,14.8,0.0,3,0.59176
97.2,75.6,24.2,0.0,2,0.73037
2866.6,58.0,41.0,0.0,0,0.67565
3254.1,15.0,5.0,0.0,0,0.46849
2322.2,38.8,41.8,0.0,2,0.62829
3863.4,93.8,5.0,0.0,1,0.63623
4446.6,15.8,37.0,0.0,2,0.50022
2658.1,21.3,26.5,0.0,3,0.54014
1081.9,69.3,27.9,0.0,0,0.71572
3290.8,76.7,15.4,0.0,2,0.62947
3438.4,40.4,12.3,0.0,3,0.53993
2164.6,69.7,22.9,0.0,2,0.65625
1706.3,26.9,11.3,0.0,0,0.55271
3762.5,72.3,10.8,0.0,2,0.59385
3658.7,61.7,19.7,0.0,0,0.612
4263.9,73.4,18.4,0.0,2,0.59821
2899.1,79.2,31.2,0.0,3,0.69071
156.1,67.7,32.4,0.0,3,0.73255
2036.0,38.1,29.9,0.0,3,0.61564
1554.4,13.3,3.2,0.0,3,0.50011
2884.7,94.2,2.3,0.0,2,0.64602
1063.5,78.1,22.9,0.0,0,0.72583
896.0,9.8,2.4,0.0,0,0.50807
2532.5,27.4,11.0,0.0,1,0.51078
918.8,67.8,24.3,0.0,0,0.70713
1348.7,24.1,31.5,0.0,2,0.59138
1345.3,36.4,21.0,0.0,3,0.59374
2268.2,15.2,17.9,0.0,1,0.50656
4850.0,14.1,22.5,0.0,2,0.44704
2104.4,78.9,24.3,0.0,2,0.69006
4054.2,67.8,23.8,0.0,2,0.60603
2827.6,63.1,6.7,0.0,3,0.59048
2796.4,14.8,3.4,0.0,3,0.46406
2346.0,68.8,29.2,0.0,0,0.68632
2531.7,69.3,22.8,0.0,1,0.6476
4984.4,42.5,33.5,0.0,0,0.56518
1160.7,36.5,30.6,0.0,2,0.62355
2705.3,31.3,16.8,0.0,2,0.53666
2413.4,28.6,1.7,0.0,3,0.50513
2371.9,20.2,37.9,0.0,3,0.58362
3180.1,58.3,34.7,0.0,3,0.63799
3876.1,80.5,20.0,0.0,2,0.63004
2662.2,33.2,46.6,0.0,0,0.63286
422.5,74.3,10.1,0.0,2,0.67561
834.8,72.6,19.1,0.0,0,0.7082
1390.9,32.4,3.9,0.0,0,0.55592
902.2,8.4,9.7,0.0,0,0.52267
2595.3,16.1,13.2,0.0,1,0.49021
2071.1,35.8,32.2,0.0,0,0.61804
862.7,24.7,1.7,0.0,2,0.53165
1541.3,9.1,30.0,0.0,2,0.54116
1701.5,37.8,22.4,0.0,0,0.60786
1949.0,53.7,7.8,0.0,1,0.58612
4165.6,92.0,14.8,0.0,1,0.64245
4863.3,28.0,37.2,0.0,3,0.53713
3519.6,60.0,31.0,0.0,0,0.63935
1943.7,36.0,33.0,0.0,2,0.60503
1938.7,51.5,17.9,0.0,2,0.60143
3544.7,10.2,1.7,0.0,0,0.44105
2725.3,47.5,10.0,0.0,1,0.55881
3772.5,43.3,30.3,0.0,3,0.58378
1812.6,16.1,30.9,0.0,2,0.5523
1594.6,27.2,19.4,0.0,2,0.56283
537.6,20.1,20.7,0.0,2,0.56816
1946.7,71.1,39.8,0.0,2,0.71038
4263.3,30.8,23.8,0.0,2,0.51471
2224.9,37.6,4.9,0.0,1,0.52769
258.2,67.1,28.8,0.0,2,0.71987
1847.0,70.8,27.2,0.0,2,0.68167
2640.5,81.4,25.9,0.0,2,0.6782
4434.6,9.2,13.0,0.0,1,0.4218
3088.6,48.8,32.2,0.0,1,0.60117
1017.7,85.0,26.9,0.0,2,0.7368
3505.8,14.5,10.5,0.0,1,0.45932
4346.4,38.3,35.8,0.0,1,0.56083
300.1,18.9,24.4,0.0,0,0.60072
2674.5,10.0,1.8,0.0,3,0.45508
747.6,19.1,15.6,0.0,1,0.55331
4707.6,58.1,38.3,0.0,3,0.61042
1293.0,37.5,17.9,0.0,2,0.58279
3688.3,54.9,16.7,0.0,1,0.56568
147.1,32.6,12.0,0.0,3,0.59505
3318.0,27.5,27.9,0.0,1,0.53121
2424.2,29.3,18.4,0.0,1,0.53599
2848.3,19.6,27.1,0.0,3,0.53178
2005.2,85.0,11.6,0.0,1,0.67214
775.1,84.0,10.5,0.0,3,0.70064
2062.9,58.5,40.0,0.0,3,0.6834
3815.8,73.4,15.6,0.0,1,0.60497
650.2,21.2,37.8,0.0,1,0.61784
263.6,12.9,11.0,0.0,3,0.54531
1907.4,81.3,14.7,0.0,2,0.67158
1199.0,12.9,18.6,0.0,3,0.53767
55.6,69.4,21.0,0.0,1,0.70611
2416.7,43.1,24.0,0.0,0,0.60725
1434.5,56.0,30.7,0.0,0,0.68066
4168.4,21.3,27.4,0.0,3,0.50065
3585.6,12.9,24.1,0.0,3,0.50023
4476.4,18.0,1.9,0.0,1,0.41373
4145.5,10.3,16.7,0.0,3,0.44908
3121.5,65.2,23.7,0.0,2,0.62975
4587.8,44.7,11.1,0.0,2,0.51054
3849.7,68.7,27.5,0.0,0,0.6442
1104.1,49.4,2.5,0.0,3,0.59964
2467.8,41.6,18.8,0.0,0,0.58917
2863.3,38.8,42.0,0.0,3,0.62826
4020.6,39.2,8.1,0.0,1,0.49917
3057.6,32.5,8.4,0.0,2,0.50465
4316.6,14.7,17.2,0.0,1,0.45207
4184.2,54.4,24.0,0.0,1,0.57393
2778.6,25.4,0.9,0.0,1,0.48033
2472.3,61.3,12.9,0.0,2,0.59926
3107.9,28.7,22.4,0.0,1,0.53549
3488.8,29.4,30.2,0.0,0,0.56172
951.6,39.2,1.5,0.0,0,0.57773
2205.5,55.0,32.6,0.0,2,0.64961
3736.6,23.7,1.6,0.0,0,0.46965
31.1,14.8,25.2,0.0,1,0.57444
784.6,10.8,38.4,0.0,0,0.60323
4283.3,24.8,22.0,0.0,0,0.50978
1434.7,23.3,15.6,0.0,0,0.56133
2734.5,76.2,20.1,0.0,1,0.64943
235.9,19.9,37.2,0.0,1,0.62253
2192.0,48.7,12.7,0.0,1,0.57732
1588.1,51.6,15.6,0.0,1,0.60904
3670.1,7.7,9.0,0.0,1,0.43351
3735.0,95.1,18.0,0.0,2,0.66479
1981.7,34.2,21.1,0.0,1,0.56755
3158.6,51.6,6.4,0.0,2,0.54815
2802.6,46.1,16.3,0.0,1,0.56258
2925.8,19.8,7.9,0.0,2,0.48307
3340.6,8.9,20.0,0.0,0,0.48865
4203.3,29.0,16.9,0.0,3,0.49623
4776.2,55.7,31.0,0.0,1,0.57338
846.0,58.9,43.6,0.0,1,0.7224
2075.1,57.7,12.1,0.0,0,0.62244
3250.5,47.8,4.7,0.0,0,0.54975
3893.1,14.0,15.0,0.0,1,0.45539
473.9,29.0,36.6,0.0,1,0.6329
304.3,15.1,24.5,0.0,2,0.57029
867.9,7.6,4.4,0.0,1,0.49212
1296.0,58.3,32.9,0.0,3,0.68325
4948.3,86.6,12.3,0.0,2,0.60155
424.6,66.5,23.6,0.0,3,0.69796
1093.3,31.8,29.2,0.0,0,0.62499
747.1,39.1,0.7,0.0,3,0.57792
1909.9,26.6,31.3,0.0,3,0.59145
330.6,53.3,36.1,0.0,2,0.70273
1557.1,74.8,14.1,0.0,2,0.65902
252.2,45.9,18.0,0.0,1,0.63757
1381.3,51.6,26.1,0.0,2,0.63864
98.7,50.9,7.1,0.0,2,0.62543
2293.8,53.6,11.3,0.0,1,0.58705
3050.0,27.8,25.0,0.0,2,0.53964
3084.2,64.6,8.5,0.0,3,0.59889
201.8,17.3,31.7,0.0,1,0.5975
2447.1,25.3,11.5,0.0,1,0.50886
184.8,72.6,20.7,0.0,1,0.70838
2089.9,82.0,10.2,0.0,1,0.6615
5207.5,15.4,14.2,0.0,3,0.44285
1766.2,41.4,17.4,0.0,1,0.58774
2421.9,31.0,24.4,0.0,3,0.57197
2420.2,19.6,17.9,0.0,2,0.51044
2942.3,54.9,11.4,0.0,1,0.57448
446.1,36.0,12.0,0.0,2,0.59527
2535.1,75.8,12.0,0.0,2,0.63461
1039.1,19.9,33.1,0.0,3,0.59232
4354.7,47.8,28.9,0.0,3,0.5789
2015.1,8.7,31.9,0.0,3,0.54262
3058.3,91.0,8.0,0.0,2,0.64651
2235.4,43.8,20.5,0.0,0,0.60473
4577.6,67.1,0.3,0.0,2,0.52955
1357.1,78.3,20.9,0.0,3,0.70727
3122.7,54.7,23.1,0.0,0,0.6163
4204.1,67.9,24.4,0.0,2,0.60984
3041.2,88.9,37.0,0.0,0,0.73854
3607.0,49.5,25.9,0.0,0,0.59812
3598.5,64.5,29.2,0.0,0,0.6442
3628.0,59.7,14.6,0.0,2,0.58174
759.0,17.9,13.0,0.0,2,0.5335
614.5,31.9,6.6,0.0,1,0.56661
2672.0,52.0,19.9,0.0,2,0.59652
154.3,52.2,15.1,0.0,2,0.64609
3123.8,55.7,30.6,0.0,0,0.63757
3445.4,28.7,27.4,0.0,3,0.5381
1167.3,37.9,5.5,0.0,0,0.57929
2312.8,76.6,6.8,0.0,3,0.63797
1617.1,28.0,35.4,0.0,2,0.60342
3693.0,28.2,28.6,0.0,2,0.52521
3519.8,49.7,7.1,0.0,2,0.53597
642.4,24.8,6.5,0.0,0,0.56204
1013.1,44.1,26.3,0.0,1,0.62767
3193.1,24.6,43.3,0.0,0,0.58971
1095.5,13.5,3.8,0.0,3,0.50861
196.5,29.9,38.1,0.0,2,0.64826
3022.3,66.6,13.7,0.0,1,0.60836
2154.0,75.6,17.3,0.0,3,0.66597
4610.2,60.5,21.5,0.0,0,0.58953
1317.6,76.1,27.7,0.0,1,0.70638
2530.6,17.7,6.7,0.0,3,0.48245
798.2,30.2,9.4,0.0,1,0.55632
1099.0,44.1,25.6,0.0,2,0.63255
2570.3,68.6,29.4,0.0,0,0.68061
4073.8,38.9,4.9,0.0,2,0.49042
810.2,42.1,28.9,0.0,2,0.64432
1490.9,87.3,32.5,0.0,0,0.76212
1084.5,69.9,17.1,0.0,3,0.68398
1947.3,37.9,23.5,0.0,3,0.58919
1547.2,77.2,18.3,0.0,1,0.68311
1374.8,25.6,20.0,0.0,1,0.5655
2761.3,51.1,41.7,0.0,1,0.64488
4292.5,11.2,12.4,0.0,1,0.43858
4560.4,9.0,37.0,0.0,2,0.48055
4147.4,43.0,17.2,0.0,2,0.52385
3446.1,67.7,19.4,0.0,3,0.62764
4803.2,10.1,20.7,0.0,1,0.43596
41.2,20.9,13.2,0.0,0,0.58417
1465.1,57.8,7.6,0.0,0,0.62684
2428.8,67.1,12.1,0.0,2,0.6131
4445.7,17.8,33.8,0.0,0,0.51782
3583.4,45.7,13.6,0.0,3,0.54535
876.9,8.0,28.8,0.0,3,0.56095
33.8,28.9,36.4,0.0,2,0.63825
1700.1,16.7,13.8,0.0,0,0.53359
738.6,23.0,20.9,0.0,2,0.57353
1960.7,44.7,0.4,0.0,1,0.54543
2876.3,34.4,2.8,0.0,3,0.50838
2106.4,54.6,3.9,0.0,0,0.59353
4786.8,82.6,13.3,0.0,2,0.60537
2008.6,20.4,7.1,0.0,1,0.50453
3103.7,8.7,13.3,0.0,1,0.46032
1931.3,74.4,16.9,0.0,1,0.65521
3102.5,41.5,4.6,0.0,3,0.53428
2213.3,69.6,5.1,0.0,2,0.61249
1022.6,42.2,4.2,0.0,0,0.59036
4187.2,62.9,30.6,0.0,1,0.60583
2718.5,48.0,32.2,0.0,3,0.63096
1387.8,21.1,24.4,0.0,3,0.57815
710.7,96.8,6.9,0.0,3,0.72893
1643.1,71.9,23.5,0.0,2,0.68017
3641.0,22.8,4.8,0.0,1,0.45934
739.9,10.4,11.6,0.0,1,0.51602
3965.4,66.1,15.2,0.0,0,0.60396
2077.8,62.8,35.0,0.0,2,0.6756
2256.8,39.6,9.4,0.0,0,0.56587
971.4,30.2,29.0,0.0,0,0.62369
371.9,39.6,16.7,0.0,3,0.61833
851.5,14.6,25.2,0.0,2,0.55698
935.1,9.1,39.8,0.0,2,0.58432
3119.3,34.6,5.7,0.0,2,0.50088
4085.5,10.1,31.7,0.0,2,0.4804
845.7,79.7,33.0,0.0,2,0.7434
1386.0,6.1,34.7,0.0,2,0.55184
4167.4,45.6,35.9,0.0,2,0.58428
3977.7,80.5,30.4,0.0,1,0.66475
4603.4,9.2,27.8,0.0,1,0.46273
158.4,60.2,15.7,0.0,3,0.67031
947.9,84.6,13.4,0.0,3,0.70755
4097.7,25.5,28.9,0.0,3,0.52675
803.6,11.6,31.2,0.0,0,0.58678
2631.0,70.8,2.4,0.0,0,0.61709
2588.4,9.4,35.6,0.0,0,0.54776
1109.9,83.5,30.9,0.0,3,0.7442
4370.2,18.7,2.4,0.0,0,0.44326
1006.4,42.6,32.8,0.0,0,0.66326
2205.7,58.6,9.6,0.0,3,0.61103
3885.9,36.5,32.4,0.0,3,0.56664
3104.7,37.4,23.4,0.0,1,0.55767
629.1,64.1,29.8,0.0,2,0.69952
4712.0,67.9,9.2,0.0,3,0.57211
3237.0,88.4,1.0,0.0,2,0.61801
1294.9,54.4,26.0,0.0,2,0.64865
231.3,32.2,36.2,0.0,1,0.64266
3464.3,43.7,5.8,0.0,3,0.53331
3142.3,79.2,31.0,0.0,3,0.68318
4462.4,28.7,5.2,0.0,2,0.45213
3439.9,67.4,19.7,0.0,3,0.62807
2462.2,13.9,35.6,0.0,3,0.54816
99.9,43.2,22.7,0.0,0,0.6621
3479.9,39.3,0.2,0.0,0,0.51157
628.0,79.6,3.2,0.0,2,0.66692
1519.0,29.5,12.5,0.0,2,0.54734
3295.0,17.5,28.5,0.0,1,0.51677
4518.9,25.7,30.1,0.0,1,0.51041
852.9,85.5,4.3,0.0,2,0.68732
560.7,83.7,12.6,0.0,0,0.72658
3195.1,9.5,19.1,0.0,3,0.48679
825.5,55.4,19.3,0.0,1,0.64581
636.4,12.0,1.0,0.0,2,0.49469
2123.5,72.7,8.6,0.0,3,0.64276
1726.6,38.2,30.7,0.0,0,0.62896
2635.1,65.4,11.9,0.0,1,0.60311
1259.3,61.4,15.0,0.0,2,0.64566
2757.9,56.0,23.9,0.0,3,0.6263
524.6,43.9,23.3,0.0,0,0.65486
1189.1,20.4,24.0,0.0,2,0.56719
774.5,20.7,4.6,0.0,2,0.52588
2182.6,50.0,0.9,0.0,1,0.5568
2252.4,37.5,44.0,0.0,3,0.63006
1822.7,21.9,22.7,0.0,2,0.5493
184.7,7.8,38.5,0.0,1,0.59516
2623.7,38.2,21.0,0.0,3,0.58043
2295.6,59.7,15.9,0.0,3,0.62973
1933.2,34.0,41.4,0.0,1,0.62414
1187.5,18.0,12.0,0.0,2,0.52291
272.4,13.6,5.8,0.0,0,0.54159
1613.6,34.2,18.4,0.0,2,0.57818
3000.2,22.9,7.7,0.0,0,0.50134
701.3,68.6,1.2,0.0,1,0.63331
879.6,76.2,1.1,0.0,2,0.64708
4016.9,78.1,41.8,0.0,2,0.67549
1437.0,66.1,16.8,0.0,1,0.65322
2547.6,55.2,38.0,0.0,2,0.64813
94.0,35.3,18.2,0.0,1,0.60667
47.8,64.9,26.3,0.0,0,0.72678
2423.6,11.6,39.6,0.0,3,0.55053
1765.1,81.1,23.0,0.0,3,0.70272
865.4,40.6,32.3,0.0,3,0.65154
3319.6,66.1,27.7,0.0,2,0.62885
1225.1,17.1,20.5,0.0,1,0.54247
1341.1,56.9,6.1,0.0,2,0.60624
225.8,7.8,30.3,0.0,3,0.58348
1602.1,44.3,5.4,0.0,0,0.58407
262.8,13.2,38.2,0.0,3,0.6057
43.1,34.5,21.3,0.0,1,0.62577
87.6,39.8,2.1,0.0,2,0.58903
368.3,18.7,31.5,0.0,2,0.59176
700.6,48.6,34.4,0.0,0,0.68983
2450.9,66.4,28.3,0.0,2,0.65259
1189.2,43.6,0.8,0.0,1,0.56554
757.8,49.3,7.9,0.0,1,0.60103
1024.5,29.4,9.7,0.0,2,0.55366
1364.8,9.3,11.5,0.0,3,0.5055
568.5,30.3,0.2,0.0,0,0.56184
3708.9,60.6,20.6,0.0,0,0.61024
2634.3,23.2,35.8,0.0,1,0.56451
1530.3,26.5,9.5,0.0,0,0.55171
3064.6,63.8,42.8,0.0,3,0.68283
3507.2,54.1,13.3,0.0,0,0.58066
1577.1,98.1,16.8,0.0,0,0.74774
3559.3,24.3,26.4,0.0,2,0.51451
71.5,49.1,18.9,0.0,2,0.65216
1830.7,14.5,5.7,0.0,1,0.4835
2274.9,80.2,12.4,0.0,1,0.65059
3416.1,86.1,29.2,0.0,1,0.68281
1767.1,64.3,20.9,0.0,0,0.66864
3376.5,67.0,26.2,0.0,3,0.64785
439.7,18.3,6.3,0.0,3,0.54468
4282.8,13.7,29.3,0.0,2,0.47877
1990.1,31.2,26.7,0.0,2,0.57052
1528.2,28.0,11.0,0.0,3,0.54189
3139.3,85.2,7.2,0.0,0,0.65231
2124.5,40.0,13.3,0.0,1,0.56268
2928.3,82.3,4.2,0.0,2,0.62851
1503.5,13.1,37.8,0.0,2,0.56538
655.6,14.1,29.2,0.0,3,0.58753
2704.7,15.8,24.2,0.0,3,0.52938
1699.9,26.6,13.7,0.0,3,0.55615
3115.5,10.7,15.4,0.0,2,0.4637
698.4,51.2,3.7,0.0,2,0.60526
5276.9,41.6,13.8,0.0,3,0.49839
150.6,58.8,16.0,0.0,3,0.67366
2149.4,82.5,41.9,0.0,3,0.75296
2896.0,56.2,19.3,0.0,2,0.60149
2330.7,15.7,26.6,0.0,1,0.531
280.4,75.8,23.4,0.0,1,0.72461
3861.3,73.9,31.4,0.0,3,0.65993
2759.4,17.4,32.1,0.0,2,0.53003
4739.6,55.2,26.0,0.0,0,0.58432
260.3,81.3,21.5,0.0,1,0.73427
2878.4,24.2,33.6,0.0,3,0.56181
3136.9,73.8,4.5,0.0,2,0.59462
1200.6,54.5,2.5,0.0,0,0.61238
685.2,18.4,7.9,0.0,0,0.54844
2818.8,7.5,6.5,0.0,1,0.44845
2534.6,36.4,4.4,0.0,3,0.5381
2382.2,50.0,9.7,0.0,1,0.57081
126.5,7.7,12.8,0.0,1,0.53061
4062.8,38.4,10.8,0.0,3,0.52019
977.5,61.8,6.5,0.0,3,0.63011
3504.6,6.4,0.1,0.0,3,0.41247
4354.3,12.8,9.6,0.0,2,0.42378
2548.4,45.9,27.0,0.0,2,0.60093
1591.8,29.1,29.3,0.0,0,0.60603
3828.8,33.0,40.4,0.0,3,0.57084
2530.8,21.1,20.5,0.0,2,0.51967
405.9,13.3,16.7,0.0,3,0.55905
